date,timestamp,open,high,low,close
2010-08-30,1283212800,0.06497,0.0649,0.06,0.06
2010-08-31,1283299200,0.06,0.0629,0.05961,0.0629
2010-09-01,1283385600,0.0629,0.0634,0.0601,0.0634
2010-09-02,1283472000,0.0634,0.063,0.06085,0.06085
2010-09-03,1283558400,0.06085,0.06238,0.0612,0.06238
2010-09-04,1283644800,0.06238,0.064,0.0605,0.0616
2010-09-05,1283731200,0.0616,0.0627,0.0616,0.0616
2010-09-06,1283817600,0.0616,0.06201,0.0603,0.061
2010-09-07,1283904000,0.061,0.062,0.06099,0.062
2010-09-08,1283990400,0.062,0.0624,0.06109,0.06111
2010-09-09,1284076800,0.06111,0.0618,0.06014,0.0618
2010-09-10,1284163200,0.0618,0.065,0.0619,0.06366
2010-09-11,1284249600,0.06366,0.0621,0.0615,0.0615
2010-09-12,1284336000,0.0615,0.064,0.0607,0.06219
2010-09-13,1284422400,0.06219,0.175,0.061,0.06199
2010-09-14,1284508800,0.06199,0.0625,0.0604,0.0604
2010-09-15,1284595200,0.0604,0.0619,0.0618,0.0619
2010-09-16,1284681600,0.0619,0.0609,0.059,0.059
2010-09-17,1284768000,0.059,0.061,0.05761,0.061
2010-09-18,1284854400,0.061,0.0627,0.06,0.0627
2010-09-19,1284940800,0.0627,0.0634,0.062,0.0621
2010-09-20,1285027200,0.0621,0.0633,0.0623,0.06265
2010-09-21,1285113600,0.06265,0.0624,0.06147,0.0622
2010-09-22,1285200000,0.0622,0.063,0.0615,0.06231
2010-09-23,1285286400,0.06231,0.0624,0.06209,0.0622
2010-09-24,1285372800,0.0622,0.0624,0.0617,0.06202
2010-09-25,1285459200,0.06202,0.06228,0.06186,0.062
2010-09-26,1285545600,0.062,0.06228,0.0619,0.0622
2010-09-27,1285632000,0.0622,0.06271,0.0617,0.0619
2010-09-28,1285718400,0.0619,0.062,0.0615,0.06191
2010-09-29,1285804800,0.06191,0.0619,0.06155,0.0619
2010-09-30,1285891200,0.0619,0.062,0.06189,0.06197
2010-10-01,1285977600,0.06197,0.06191,0.06125,0.0614
2010-10-02,1286064000,0.0614,0.0614,0.061,0.06111
2010-10-03,1286150400,0.06111,0.062,0.06081,0.0613
2010-10-04,1286236800,0.0613,0.06301,0.0609,0.0614
2010-10-05,1286323200,0.0614,0.0635,0.0612,0.06281
2010-10-06,1286409600,0.06281,0.067,0.0628,0.067
2010-10-07,1286496000,0.067,0.088,0.01,0.08685
2010-10-08,1286582400,0.08685,0.12,0.068,0.0938
2010-10-09,1286668800,0.0938,0.1301,0.07999,0.0965
2010-10-10,1286755200,0.0965,0.103,0.091,0.095
2010-10-11,1286841600,0.095,0.099,0.082,0.0949
2010-10-12,1286928000,0.0949,0.105,0.092,0.105
2010-10-13,1287014400,0.105,0.1045,0.065,0.102
2010-10-14,1287100800,0.102,0.119,0.092,0.105
2010-10-15,1287187200,0.105,0.103,0.1,0.101
2010-10-16,1287273600,0.101,0.1045,0.1,0.102
2010-10-17,1287360000,0.102,0.103,0.097,0.1024
2010-10-18,1287446400,0.1024,0.1019,0.097,0.097
2010-10-19,1287532800,0.097,0.103,0.094,0.099
2010-10-20,1287619200,0.099,0.109,0.097,0.107
2010-10-21,1287705600,0.107,0.109,0.1015,0.1025
2010-10-22,1287792000,0.1025,0.109,0.1045,0.1055
2010-10-23,1287878400,0.1055,0.19,0.108,0.115
2010-10-24,1287964800,0.115,0.19,0.09009,0.132
2010-10-25,1288051200,0.132,0.18,0.133,0.1503
2010-10-26,1288137600,0.1503,0.19,0.151,0.1877
2010-10-27,1288224000,0.1877,0.191,0.1731,0.1731
2010-10-28,1288310400,0.1731,0.19,0.173,0.19
2010-10-29,1288396800,0.19,0.199,0.1875,0.1989
2010-10-30,1288483200,0.1989,0.1989,0.171,0.1925
2010-10-31,1288569600,0.1925,0.1955,0.172,0.1955
2010-11-01,1288656000,0.1955,0.195,0.1905,0.1938
2010-11-02,1288742400,0.1938,0.275,0.125,0.1931
2010-11-03,1288828800,0.1931,0.236,0.1934,0.23
2010-11-04,1288915200,0.23,0.2639,0.2101,0.26
2010-11-05,1289001600,0.26,0.5,0.2402,0.39
2010-11-06,1289088000,0.39,0.47,0.286,0.34
2010-11-07,1289174400,0.34,0.37,0.2261,0.243
2010-11-08,1289260800,0.243,0.323,0.199,0.21
2010-11-09,1289347200,0.21,0.24,0.14,0.24
2010-11-10,1289433600,0.24,0.24,0.21,0.2231
2010-11-11,1289520000,0.2231,0.29,0.223,0.2682
2010-11-12,1289606400,0.2682,0.3,0.2683,0.276
2010-11-13,1289692800,0.276,0.299,0.2702,0.279
2010-11-14,1289779200,0.279,0.2828,0.2682,0.2682
2010-11-15,1289865600,0.2682,0.275,0.223,0.223
2010-11-16,1289952000,0.223,0.29,0.2116,0.2299
2010-11-17,1290038400,0.2299,0.283,0.2221,0.2678
2010-11-18,1290124800,0.2678,0.28,0.2682,0.28
2010-11-19,1290211200,0.28,0.29,0.2682,0.283
2010-11-20,1290297600,0.283,0.282,0.2763,0.2767
2010-11-21,1290384000,0.2767,0.2879,0.269,0.2879
2010-11-22,1290470400,0.2879,0.2845,0.276,0.2829
2010-11-23,1290556800,0.2829,0.283,0.2761,0.283
2010-11-24,1290643200,0.283,0.2825,0.278,0.28
2010-11-25,1290729600,0.28,0.289,0.2761,0.2844
2010-11-26,1290816000,0.2844,0.2844,0.2826,0.283
2010-11-27,1290902400,0.283,0.2846,0.27,0.27
2010-11-28,1290988800,0.27,0.279,0.2151,0.2299
2010-11-29,1291075200,0.2299,0.2299,0.204,0.2082
2010-11-30,1291161600,0.2082,0.2299,0.2095,0.2275
2010-12-01,1291248000,0.2275,0.2553,0.218,0.255
2010-12-02,1291334400,0.255,0.2552,0.243,0.251
2010-12-03,1291420800,0.251,0.2589,0.205,0.205
2010-12-04,1291507200,0.205,0.235,0.19,0.19
2010-12-05,1291593600,0.19,0.225,0.1841,0.204
2010-12-06,1291680000,0.204,0.2477,0.1701,0.233
2010-12-07,1291766400,0.233,0.24,0.22,0.2388
2010-12-08,1291852800,0.2388,0.233,0.1701,0.2
2010-12-09,1291939200,0.2,0.204,0.1825,0.204
2010-12-10,1292025600,0.204,0.228,0.1907,0.228
2010-12-11,1292112000,0.228,0.2279,0.2068,0.22
2010-12-12,1292198400,0.22,0.23,0.21,0.2299
2010-12-13,1292284800,0.2299,0.2468,0.21,0.2467
2010-12-14,1292371200,0.2467,0.246,0.238,0.238
2010-12-15,1292457600,0.238,0.255,0.2222,0.25
2010-12-16,1292544000,0.25,0.249,0.24,0.24
2010-12-17,1292630400,0.24,0.2488,0.241,0.241
2010-12-18,1292716800,0.241,0.2499,0.24,0.2401
2010-12-19,1292803200,0.2401,0.275,0.24,0.267
2010-12-20,1292889600,0.267,0.267,0.24,0.24
2010-12-21,1292976000,0.24,0.25,0.244,0.25
2010-12-22,1293062400,0.25,0.25,0.241,0.25
2010-12-23,1293148800,0.25,0.25,0.242,0.248
2010-12-24,1293235200,0.248,0.25,0.2475,0.2499
2010-12-25,1293321600,0.2499,0.27,0.2464,0.265
2010-12-26,1293408000,0.265,0.27,0.251,0.265
2010-12-27,1293494400,0.265,0.281,0.2612,0.281
2010-12-28,1293580800,0.281,0.301,0.271,0.3
2010-12-29,1293667200,0.3,0.3,0.291,0.3
2010-12-30,1293753600,0.3,0.3,0.292,0.3
2010-12-31,1293840000,0.3,0.3,0.292,0.3
2011-01-01,1293926400,0.3,0.3,0.289,0.3
2011-01-02,1294012800,0.3,0.2999,0.29,0.295
2011-01-03,1294099200,0.295,0.2999,0.289,0.2989
2011-01-04,1294185600,0.2989,0.299,0.29,0.299
2011-01-05,1294272000,0.299,0.299,0.29,0.298
2011-01-06,1294358400,0.298,0.322,0.2975,0.32
2011-01-07,1294444800,0.32,0.3229,0.309,0.3229
2011-01-08,1294531200,0.3229,0.323,0.3229,0.323
2011-01-09,1294617600,0.323,0.329,0.3175,0.3266
2011-01-10,1294704000,0.3266,0.3266,0.3176,0.3266
2011-01-11,1294790400,0.3266,0.3557,0.318,0.3188
2011-01-12,1294876800,0.3188,0.405,0.3176,0.3176
2011-01-13,1294963200,0.3176,0.45,0.3176,0.4
2011-01-14,1295049600,0.4,0.4,0.385,0.386
2011-01-15,1295136000,0.386,0.4,0.386,0.3868
2011-01-16,1295222400,0.3868,0.3868,0.315,0.3495
2011-01-17,1295308800,0.3495,0.3495,0.305,0.313
2011-01-18,1295395200,0.313,0.313,0.305,0.313
2011-01-19,1295481600,0.313,0.39,0.31,0.39
2011-01-20,1295568000,0.39,0.44,0.368,0.4199
2011-01-21,1295654400,0.4199,0.4443,0.39,0.4443
2011-01-22,1295740800,0.4443,0.4443,0.42,0.4424
2011-01-23,1295827200,0.4424,0.4424,0.381,0.4199
2011-01-24,1295913600,0.4199,0.425,0.4,0.41
2011-01-25,1296000000,0.41,0.42,0.3904,0.417
2011-01-26,1296086400,0.417,0.45,0.4085,0.4212
2011-01-27,1296172800,0.4212,0.446,0.4212,0.446
2011-01-28,1296259200,0.446,0.445,0.43,0.439
2011-01-29,1296345600,0.439,0.48,0.445,0.4799
2011-01-30,1296432000,0.4799,0.95,0.47,0.52
2011-01-31,1296518400,0.52,0.85,0.5201,0.7
2011-02-01,1296604800,0.7,0.76,0.69,0.716
2011-02-02,1296691200,0.716,0.75,0.6501,0.69
2011-02-03,1296777600,0.69,0.88,0.67,0.811
2011-02-04,1296864000,0.811,0.92,0.8115,0.92
2011-02-05,1296950400,0.92,0.92,0.83,0.8997
2011-02-06,1297036800,0.8997,0.9,0.83,0.89
2011-02-07,1297123200,0.89,0.918,0.8617,0.918
2011-02-08,1297209600,0.918,1.09,0.82,1.09
2011-02-09,1297296000,1.09,1.1,0.8,0.9803
2011-02-10,1297382400,0.9803,1.09,0.9264,1.07
2011-02-11,1297468800,1.07,1.08,0.9906,1.08
2011-02-12,1297555200,1.08,1.08,1.02,1.05
2011-02-13,1297641600,1.05,1.08,1.03,1.07
2011-02-14,1297728000,1.07,1.09,1.03,1.05
2011-02-15,1297814400,1.05,1.05,1.02,1.05
2011-02-16,1297900800,1.05,1.05,1.02,1.04
2011-02-17,1297987200,1.04,1.04,0.7801,0.8989
2011-02-18,1298073600,0.8989,0.98,0.8376,0.949
2011-02-19,1298160000,0.949,0.949,0.83,0.85
2011-02-20,1298246400,0.85,0.8796,0.8313,0.8345
2011-02-21,1298332800,0.8345,0.95,0.8313,0.8702
2011-02-22,1298419200,0.8702,0.945,0.8681,0.9
2011-02-23,1298505600,0.9,1,0.9,0.9974
2011-02-24,1298592000,0.9974,0.9998,0.9111,0.9111
2011-02-25,1298678400,0.9111,0.97,0.9106,0.958
2011-02-26,1298764800,0.958,0.958,0.89,0.89
2011-02-27,1298851200,0.89,0.92,0.845,0.86
2011-02-28,1298937600,0.86,0.97,0.8502,0.9202
2011-03-01,1299024000,0.9202,0.94,0.9102,0.9399
2011-03-02,1299110400,0.9399,0.9399,0.91,0.9391
2011-03-03,1299196800,0.9391,0.9391,0.9001,0.901
2011-03-04,1299283200,0.901,0.9189,0.8111,0.9103
2011-03-05,1299369600,0.9103,0.9098,0.81,0.8999
2011-03-06,1299456000,0.8999,0.909,0.846,0.885
2011-03-07,1299542400,0.885,0.885,0.85,0.87
2011-03-08,1299628800,0.87,0.87,0.85,0.8645
2011-03-09,1299715200,0.8645,0.9329,0.8497,0.9329
2011-03-10,1299801600,0.9329,0.925,0.8601,0.88
2011-03-11,1299888000,0.88,0.9197,0.88,0.918
2011-03-12,1299974400,0.918,0.918,0.8898,0.8925
2011-03-13,1300060800,0.8925,0.9,0.88,0.8949
2011-03-14,1300147200,0.8949,0.8949,0.87,0.87
2011-03-15,1300233600,0.87,0.88,0.836,0.86
2011-03-16,1300320000,0.86,0.88,0.81,0.8254
2011-03-17,1300406400,0.8254,0.8506,0.71,0.8165
2011-03-18,1300492800,0.8165,0.797,0.7313,0.765
2011-03-19,1300579200,0.765,0.79,0.7402,0.7411
2011-03-20,1300665600,0.7411,0.7724,0.7405,0.759
2011-03-21,1300752000,0.759,0.81,0.7405,0.809
2011-03-22,1300838400,0.809,0.85,0.78,0.8497
2011-03-23,1300924800,0.8497,0.9,0.8266,0.8669
2011-03-24,1301011200,0.8669,0.89,0.861,0.8838
2011-03-25,1301097600,0.8838,0.905,0.841,0.8552
2011-03-26,1301184000,0.8552,0.8721,0.8152,0.82
2011-03-27,1301270400,0.82,0.85,0.76,0.799
2011-03-28,1301356800,0.799,0.7997,0.7648,0.7925
2011-03-29,1301443200,0.7925,0.795,0.766,0.7897
2011-03-30,1301529600,0.7897,0.801,0.768,0.7846
2011-03-31,1301616000,0.7846,0.797,0.7741,0.7741
2011-04-01,1301702400,0.7741,0.7998,0.7741,0.782
2011-04-02,1301788800,0.782,0.7949,0.777,0.779
2011-04-03,1301875200,0.779,0.785,0.5619,0.68
2011-04-04,1301961600,0.68,0.7478,0.58,0.71
2011-04-05,1302048000,0.71,0.75,0.6902,0.74
2011-04-06,1302134400,0.74,0.7849,0.7205,0.7538
2011-04-07,1302220800,0.7538,0.799,0.7309,0.75
2011-04-08,1302307200,0.75,0.7676,0.7205,0.73
2011-04-09,1302393600,0.73,0.7589,0.71,0.7369
2011-04-10,1302480000,0.7369,0.799,0.7103,0.77
2011-04-11,1302566400,0.77,0.899,0.7703,0.86
2011-04-12,1302652800,0.86,1,0.86,0.9225
2011-04-13,1302739200,0.9225,1,0.91,1
2011-04-14,1302825600,1,1.09,0.911,0.9899
2011-04-15,1302912000,0.9899,1.1,0.9541,1.05
2011-04-16,1302998400,1.05,1.14,1.03,1.11
2011-04-17,1303084800,1.11,1.2,1.11,1.16
2011-04-18,1303171200,1.16,1.2,1.14,1.2
2011-04-19,1303257600,1.2,1.2,1.13,1.14
2011-04-20,1303344000,1.14,1.21,1.14,1.21
2011-04-21,1303430400,1.21,1.41,1.19,1.41
2011-04-22,1303516800,1.41,1.95,1.32,1.7
2011-04-23,1303603200,1.7,1.95,1.6,1.63
2011-04-24,1303689600,1.63,1.7,1.52,1.56
2011-04-25,1303776000,1.56,1.79,1.53,1.79
2011-04-26,1303862400,1.79,1.95,1.72,1.9
2011-04-27,1303948800,1.9,2.65,1.66,2.21
2011-04-28,1304035200,2.21,2.95,2.21,2.88
2011-04-29,1304121600,2.88,4.15,2.75,3.5
2011-04-30,1304208000,3.5,3.87,2.5,3.03
2011-05-01,1304294400,3.03,3.5,3.03,3.2
2011-05-02,1304380800,3.2,3.49,3.11,3.41
2011-05-03,1304467200,3.41,3.58,3.25,3.41
2011-05-04,1304553600,3.41,3.45,3.33,3.33
2011-05-05,1304640000,3.33,3.61,3.29,3.45
2011-05-06,1304726400,3.45,3.7,3.43,3.64
2011-05-07,1304812800,3.64,3.94,3.63,3.87
2011-05-08,1304899200,3.87,3.9,3.69,3.8
2011-05-09,1304985600,3.8,5.99,3.81,5.81
2011-05-10,1305072000,5.81,6.07,4.6,5.5
2011-05-11,1305158400,5.5,6.49,5.22,6.3
2011-05-12,1305244800,6.3,8.45,6.32,8.2
2011-05-13,1305331200,8.2,8.9,5.83,7.2
2011-05-14,1305417600,7.2,7.78,6.2,6.99
2011-05-15,1305504000,6.99,8.5,6.75,8.03
2011-05-16,1305590400,8.03,8.39,6.98,7.19
2011-05-17,1305676800,7.19,7.5,6.6,6.88
2011-05-18,1305763200,6.88,7.34,6.61,6.81
2011-05-19,1305849600,6.81,7.1,5.58,5.59
2011-05-20,1305936000,5.59,6.52,5.58,6.12
2011-05-21,1306022400,6.12,6.76,5.99,6.69
2011-05-22,1306108800,6.69,7.45,6.69,7.15
2011-05-23,1306195200,7.15,7.51,6.96,7.42
2011-05-24,1306281600,7.42,9.33,7.22,8.4
2011-05-25,1306368000,8.4,8.99,8.01,8.8
2011-05-26,1306454400,8.8,8.83,8.5,8.5
2011-05-27,1306540800,8.5,8.7,8.11,8.3
2011-05-28,1306627200,8.3,8.49,8.1,8.43
2011-05-29,1306713600,8.43,9,8.25,8.8
2011-05-30,1306800000,8.8,9.5,8.1,8.74
2011-05-31,1306886400,8.74,9.7,8.3,9.57
2011-06-01,1306972800,9.57,10.89,9.5,10.6
2011-06-02,1307059200,10.6,14.5,10.58,14.29
2011-06-03,1307145600,14.29,18.89,14.04,18.89
2011-06-04,1307232000,18.89,19,16.2,16.7
2011-06-05,1307318400,16.7,19.23,16.45,18.55
2011-06-06,1307404800,18.55,24.32,18.26,23.92
2011-06-07,1307491200,23.92,31.91,22.21,29.6
2011-06-08,1307577600,29.6,31.5,26.15,28.92
2011-06-09,1307664000,28.92,29.4,20.01,23.95
2011-06-10,1307750400,23.95,23.99,13,14.65
2011-06-11,1307836800,14.65,24.99,10.25,18.55
2011-06-12,1307923200,18.55,24.5,16,19.84
2011-06-13,1308009600,19.84,20.5,18,19.28
2011-06-14,1308096000,19.28,20,19.02,19.49
2011-06-15,1308182400,19.49,19.89,17,17
2011-06-16,1308268800,17,18.34,13,15.68
2011-06-17,1308355200,15.68,16.95,15.05,16.89
2011-06-18,1308441600,16.89,18.88,16.85,17.51
2011-06-19,1308528000,17.51,17.51,17.51,17.51
2011-06-20,1308614400,17.51,17.51,17.51,17.51
2011-06-21,1308700800,17.51,17.51,17.51,17.51
2011-06-22,1308787200,17.51,17.51,17.51,17.51
2011-06-23,1308873600,17.51,17.51,17.51,17.51
2011-06-24,1308960000,17.51,17.51,17.51,17.51
2011-06-25,1309046400,17.51,17.51,14.01,16.45
2011-06-26,1309132800,16.45,18,15,16.75
2011-06-27,1309219200,16.75,17.52,16.5,16.95
2011-06-28,1309305600,16.95,17.2,16.67,16.85
2011-06-29,1309392000,16.85,17,15.73,16.1
2011-06-30,1309478400,16.1,16.74,15.26,15.4
2011-07-01,1309564800,15.4,15.8,15.27,15.4
2011-07-02,1309651200,15.4,15.69,15.31,15.44
2011-07-03,1309737600,15.44,15.49,13.14,13.86
2011-07-04,1309824000,13.86,15,11,12.91
2011-07-05,1309910400,12.91,16.5,12.67,14.78
2011-07-06,1309996800,14.78,15.9,14.5,14.78
2011-07-07,1310083200,14.78,15.64,13.9,14.31
2011-07-08,1310169600,14.31,14.7,14.02,14.38
2011-07-09,1310256000,14.38,15.68,14.35,14.9
2011-07-10,1310342400,14.9,15.2,13.8,14.21
2011-07-11,1310428800,14.21,14.64,13.9,14.01
2011-07-12,1310515200,14.01,14.15,13.91,13.95
2011-07-13,1310601600,13.95,14.07,13.7,13.99
2011-07-14,1310688000,13.99,14.09,13.5,13.81
2011-07-15,1310774400,13.81,13.81,13.5,13.72
2011-07-16,1310860800,13.72,13.75,13.02,13.16
2011-07-17,1310947200,13.16,13.92,12.51,13.48
2011-07-18,1311033600,13.48,14.7,13.44,13.85
2011-07-19,1311120000,13.85,14,13.4,13.69
2011-07-20,1311206400,13.69,13.78,13.4,13.61
2011-07-21,1311292800,13.61,13.81,13.45,13.7
2011-07-22,1311379200,13.7,13.76,13.51,13.68
2011-07-23,1311465600,13.68,14.1,13.6,13.98
2011-07-24,1311552000,13.98,14.72,13.76,14.05
2011-07-25,1311638400,14.05,14.05,13.77,13.88
2011-07-26,1311724800,13.88,14.13,13.85,13.94
2011-07-27,1311811200,13.94,13.94,13.31,13.49
2011-07-28,1311897600,13.49,13.7,13.33,13.5
2011-07-29,1311984000,13.5,13.63,13.45,13.53
2011-07-30,1312070400,13.53,14.9,12.83,13.35
2011-07-31,1312156800,13.35,13.55,12.85,13.09
2011-08-01,1312243200,13.09,13.1,11.5,12.05
2011-08-02,1312329600,12.05,12.16,8.7,9.26
2011-08-03,1312416000,9.26,11.15,9.27,10.75
2011-08-04,1312502400,10.75,10.99,9.5,9.8
2011-08-05,1312588800,9.8,9.95,5.74,6.55
2011-08-06,1312675200,6.55,9.47,6.01,7.9
2011-08-07,1312761600,7.9,8.16,7.06,7.8
2011-08-08,1312848000,7.8,12.1,7.67,9.99
2011-08-09,1312934400,9.99,10.4,9.5,9.98
2011-08-10,1313020800,9.98,10.5,8.45,9.46
2011-08-11,1313107200,9.46,9.8,8.91,9.46
2011-08-12,1313193600,9.46,10.25,9.28,10.13
2011-08-13,1313280000,10.13,11.24,9.62,10.8
2011-08-14,1313366400,10.8,11.89,10.72,11.15
2011-08-15,1313452800,11.15,11.32,10.81,10.96
2011-08-16,1313539200,10.96,11.1,10.66,10.95
2011-08-17,1313625600,10.95,11.05,10.81,10.83
2011-08-18,1313712000,10.83,11.81,10.83,11.65
2011-08-19,1313798400,11.65,11.69,11.4,11.45
2011-08-20,1313884800,11.45,11.51,11.31,11.31
2011-08-21,1313971200,11.31,11.5,10.51,10.9
2011-08-22,1314057600,10.9,11.3,10.81,10.94
2011-08-23,1314144000,10.94,11.08,10.83,10.85
2011-08-24,1314230400,10.85,10.89,9.1,9.66
2011-08-25,1314316800,9.66,9.89,7.64,8.18
2011-08-26,1314403200,8.18,9.11,8.12,8.59
2011-08-27,1314489600,8.59,9.48,8.45,9.07
2011-08-28,1314576000,9.07,9.27,8.65,8.97
2011-08-29,1314662400,8.97,9,8.55,8.79
2011-08-30,1314748800,8.79,8.79,8.01,8.2
2011-08-31,1314835200,8.2,8.36,8.1,8.21
2011-09-01,1314921600,8.21,8.71,8.23,8.64
2011-09-02,1315008000,8.64,8.69,8.36,8.48
2011-09-03,1315094400,8.48,8.49,7.85,8.18
2011-09-04,1315180800,8.18,8.19,7.25,7.61
2011-09-05,1315267200,7.61,7.66,6.12,6.86
2011-09-06,1315353600,6.86,7.6,6.53,7.19
2011-09-07,1315440000,7.19,7.2,6.51,6.53
2011-09-08,1315526400,6.53,6.58,4.18,5.03
2011-09-09,1315612800,5.03,5.49,4.63,4.77
2011-09-10,1315699200,4.77,7.4,4.6,5.86
2011-09-11,1315785600,5.86,6.58,5.41,6.08
2011-09-12,1315872000,6.08,6.09,5.7,5.8
2011-09-13,1315958400,5.8,5.85,5.32,5.62
2011-09-14,1316044800,5.62,5.62,4.44,4.84
2011-09-15,1316131200,4.84,4.99,4.61,4.82
2011-09-16,1316217600,4.82,4.93,4.7,4.77
2011-09-17,1316304000,4.77,5.6,4.72,5.2
2011-09-18,1316390400,5.2,5.64,4.9,5.46
2011-09-19,1316476800,5.46,6.8,5.45,6.11
2011-09-20,1316563200,6.11,6.29,5.06,5.61
2011-09-21,1316649600,5.61,5.83,5.29,5.43
2011-09-22,1316736000,5.43,5.71,5.41,5.55
2011-09-23,1316822400,5.55,5.64,5.32,5.47
2011-09-24,1316908800,5.47,5.49,5.32,5.33
2011-09-25,1316995200,5.33,5.4,4.72,4.87
2011-09-26,1317081600,4.87,5.13,4.78,4.92
2011-09-27,1317168000,4.92,4.97,4.63,4.77
2011-09-28,1317254400,4.77,4.8,4.67,4.78
2011-09-29,1317340800,4.78,5.35,4.74,5.14
2011-09-30,1317427200,5.14,5.25,4.86,5.03
2011-10-01,1317513600,5.03,5.1,4.91,5.03
2011-10-02,1317600000,5.03,5.04,4.89,5.02
2011-10-03,1317686400,5.02,5.03,4.92,4.96
2011-10-04,1317772800,4.96,5.03,4.83,4.87
2011-10-05,1317859200,4.87,4.9,4.5,4.73
2011-10-06,1317945600,4.73,4.8,3.78,4.27
2011-10-07,1318032000,4.27,4.34,3.83,4.01
2011-10-08,1318118400,4.01,4.39,4.01,4.1
2011-10-09,1318204800,4.1,4.2,4.01,4.1
2011-10-10,1318291200,4.1,4.1,3.85,3.93
2011-10-11,1318377600,3.93,4.45,3.9,4.15
2011-10-12,1318464000,4.15,4.2,4,4.05
2011-10-13,1318550400,4.05,4.11,3.95,3.99
2011-10-14,1318636800,3.99,4.05,3.71,3.84
2011-10-15,1318723200,3.84,3.9,3.4,3.56
2011-10-16,1318809600,3.56,3.74,2.26,2.56
2011-10-17,1318896000,2.56,2.9,2.31,2.42
2011-10-18,1318982400,2.42,2.54,2.04,2.27
2011-10-19,1319068800,2.27,2.39,2.22,2.35
2011-10-20,1319155200,2.35,2.72,2.33,2.57
2011-10-21,1319241600,2.57,3.3,2.55,3.16
2011-10-22,1319328000,3.16,3.2,2.95,3.17
2011-10-23,1319414400,3.17,3.19,2.48,2.55
2011-10-24,1319500800,2.55,3.04,2.44,2.77
2011-10-25,1319587200,2.77,2.85,2.65,2.77
2011-10-26,1319673600,2.77,3.09,2.73,3.04
2011-10-27,1319760000,3.04,3.26,2.91,3.19
2011-10-28,1319846400,3.19,3.83,3.14,3.58
2011-10-29,1319932800,3.58,3.65,3.2,3.27
2011-10-30,1320019200,3.27,3.32,3.07,3.25
2011-10-31,1320105600,3.25,3.35,3.07,3.15
2011-11-01,1320192000,3.15,3.44,3.14,3.25
2011-11-02,1320278400,3.25,3.28,3.1,3.15
2011-11-03,1320364800,3.15,3.21,3.01,3.11
2011-11-04,1320451200,3.11,3.15,2.85,2.97
2011-11-05,1320537600,2.97,3,2.92,2.96
2011-11-06,1320624000,2.96,3.03,2.95,3.01
2011-11-07,1320710400,3.01,3.21,3.01,3.04
2011-11-08,1320796800,3.04,3.11,2.89,2.95
2011-11-09,1320883200,2.95,2.97,2.8,2.84
